ItemCode,ItemName,ForeignName,ItemsGroupCode,ItemType,PurchaseItem,SalesItem,InventoryItem,Manufacturer,ShipType,ManageSerialNumbers,ManageBatchNumbers,IsPhantom,ItemClass,MaterialType,NCMCode,ProductSource,PurchaseUnit,PurchaseItemsPerUnit,SalesUnit,SalesItemsPerUnit,InventoryUOM,MinInventory,MaxInventory,PlanningSystem,ProcurementMethod,OrderMultiple,MinOrderQuantity,LeadTime,User_Text,U_SKILL_CEST,U_SKILL_LisSer,U_SKILL_SerMun,
I676    ,Memória ECC REG Dell 16GB DDR3 1333Mhz KTD-PE313LV/16G                                    ,,Itens ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Material,Produto Acabado,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
I677    ,LU B1 Up - Print & Delivery                                                               ,,Itens ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Material,Produto Acabado,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
I678    ,LU F0022 Upgrade Professional - OEM                                                       ,,Itens ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Material,Produto Acabado,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
I679    ,LU F0353 - Humanus                                                                        ,,Itens ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Material,Produto Acabado,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
I682    ,?                                                                                         ,,Itens ,itItems,Sim         ,Sim       ,Sim        ,- Nenhum fabricante -,,Não,Não,Não,Material,Produto Acabado,,"Nacional, exceto as indicadas nos códigos 3 a 5",                 ,1,          ,1,          ,,,,,,,,,,,,
I683    ,?                                                                                         ,,Itens ,itItems,Sim         ,Sim       ,Sim        ,- Nenhum fabricante -,,Não,Não,Não,Material,Produto Acabado,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
I684    ,?                                                                                         ,,Itens ,itItems,Sim         ,Sim       ,Sim        ,- Nenhum fabricante -,,Não,Não,Não,Material,Produto Acabado,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
I685    ,?                                                                                         ,,Itens ,itItems,Sim         ,Sim       ,Sim        ,Boyum IT      ,,Não,Não,Não,Material,Produto Acabado,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
I686    ,?                                                                                         ,,Itens ,itItems,Sim         ,Sim       ,Sim        ,Boyum IT      ,,Não,Não,Não,Material,Produto Acabado,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
I687    ,?                                                                                         ,,Itens ,itItems,Sim         ,Sim       ,Sim        ,- Nenhum fabricante -,,Não,Não,Não,Material,Produto Acabado,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
I691    ,?                                                                                         ,,Itens ,itItems,Sim         ,Sim       ,Sim        ,- Nenhum fabricante -,,Não,Não,Não,Material,Produto Acabado,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
I692    ,Clips 2/0 Galvanizado Linha Leve c/ 720 unidades - Bacchi                                 ,,Itens ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Material,Produto Acabado,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
I693    ,Envelope Plástico 4 furos - pacote c/100 unidades                                         ,,Itens ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Material,Produto Acabado,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
I694    ,Durex 12mmx30mm - 1 unidade 3M                                                            ,,Itens ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Material,Produto Acabado,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
I699    ,LU F0440 - Cloud Field Services Starter + 1 Connector SAP                                 ,,Itens ,itItems,Sim         ,Não       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Material,Produto Acabado,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
I703    ,LU NG Folha - Ambiente Cloud                                                              ,,Itens ,itItems,Sim         ,Não       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Material,Produto Acabado,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
I704    ,"LU F0024 - NF-e, Importador de Xml e Adm. De Documentos                                   ",,Itens ,itItems,Sim         ,Não       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Material,Produto Acabado,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
I709    ,Fita Adesiva - 12mmx10mm                                                                  ,,Itens ,itItems,Sim         ,Não       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Material,Produto Acabado,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
I710    ,Post It - Bloco Adesivo 76x76mm                                                           ,,Itens ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Material,Produto Acabado,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
I711    ,Prancheta Fibra Acrílico A4                                                               ,,Itens ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Material,Produto Acabado,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
I712    ,Fita Adesiva Empacotadora - 48mmx50mm                                                     ,,Itens ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Material,Produto Acabado,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
I713    ,Grampo Trilho Plástico Branco p/ 600 Folhas                                               ,,Itens ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Material,Produto Acabado,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
I714    ,Almofadas p/ assento e encosto de banco                                                   ,,Itens ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Material,Produto Acabado,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
I715    ,Headset                                                                                   ,,Itens ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Material,Produto Acabado,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
I717    ,Higienizador de mãos  KIMCARE SPRAY                                                       ,,Itens ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Material,Produto Acabado,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
I719    ,Capa de Webcam                                                                            ,,Itens ,itItems,Sim         ,Não       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Material,Produto Acabado,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
I720    ,"Caixa Tampa Solta em MDF - 15,5X08X08                                                     ",,Itens ,itItems,Sim         ,Não       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Material,Produto Acabado,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
I721    ,"Caixa Tampa Solta em MDF - 19,5x14,5x06                                                   ",,Itens ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Material,Produto Acabado,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
I722    ,"Caixa Tampa Solta em MDF - 31,5x24,5x6,5                                                  ",,Itens ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Material,Produto Acabado,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
I724    ,Copo Vidro Duplo                                                                          ,,Itens ,itItems,Sim         ,Sim       ,Não        ,G2     ,Uso e Consumo  ,Não,Não,Não,Material,Material de Uso e Consumo,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
I725    ,Máscaras de Tecido                                                                        ,,Itens ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,Outros ,Não,Não,Não,Material,Material de Uso e Consumo,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
I727    ,Carregador HUB                                                                            ,,Itens ,itItems,Sim         ,Sim       ,Não        ,G2     ,Uso e Consumo  ,Não,Não,Não,Material,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
I729    ,Papel Higienico Interfolhado 250 Folhas                                                   ,,Uso e Consumo ,itItems,Sim         ,Não       ,Sim        ,Uso e Consumo ,Uso e Consumo  ,Não,Não,Não,Material,Material de Uso e Consumo,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
I730    ,Papel Toalha Interfolhado 200 Folhas                                                      ,,Uso e Consumo ,itItems,Sim         ,Não       ,Sim        ,Uso e Consumo ,Uso e Consumo  ,Não,Não,Não,Material,Material de Uso e Consumo,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
I731    ,Odorizador Aerosol                                                                        ,,Uso e Consumo ,itItems,Sim         ,Não       ,Sim        ,Uso e Consumo ,Uso e Consumo  ,Não,Não,Não,Material,Material de Uso e Consumo,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
I732    ,Camiseta Personalizada                                                                    ,,Uso e Consumo ,itItems,Sim         ,Sim       ,Sim        ,Uso e Consumo ,Uso e Consumo  ,Não,Não,Não,Material,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
I733    ,Ecobag Personalizada                                                                      ,,Uso e Consumo ,itItems,Sim         ,Sim       ,Sim        ,Uso e Consumo ,Uso e Consumo  ,Não,Não,Não,Material,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",                 ,1,,1,,,,,,,,,,,,,
I734    ,Troféu Personalizado                                                                      ,,Uso e Consumo ,itItems,Sim         ,Sim       ,Sim        ,Uso e Consumo ,Uso e Consumo  ,Não,Não,Não,Material,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
I735    ,Sacola Personalizada                                                                      ,,Uso e Consumo ,itItems,Sim         ,Sim       ,Sim        ,Uso e Consumo ,Uso e Consumo  ,Não,Não,Não,Material,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
I736    ,Copo Personalizado                                                                        ,,Uso e Consumo ,itItems,Sim         ,Sim       ,Sim        ,Uso e Consumo ,Uso e Consumo  ,Não,Não,Não,Material,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
I737    ,Carregador Via Indução Personalizado                                                      ,,Uso e Consumo ,itItems,Sim         ,Sim       ,Sim        ,Uso e Consumo ,Uso e Consumo  ,Não,Não,Não,Material,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
I738    ,Babador Personalizado                                                                     ,,Itens ,itItems,Sim         ,Sim       ,Não        ,G2     ,Uso e Consumo  ,Não,Não,Não,Material,Material de Uso e Consumo,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
I739    ,Bottons Personalizados                                                                    ,,Uso e Consumo ,itItems,Sim         ,Sim       ,Não        ,Uso e Consumo ,Uso e Consumo  ,Não,Não,Não,Material,Material de Uso e Consumo,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
I740    ,Sachê de Açúcar                                                                           ,,Itens ,itItems,Sim         ,Sim       ,Sim        ,G2     ,Uso e Consumo  ,Não,Não,Não,Material,Outros Insumos,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
I741    ,Adesivos Personalizados                                                                   ,,Uso e Consumo ,itItems,Sim         ,Sim       ,Sim        ,G2     ,Uso e Consumo  ,Não,Não,Não,Material,Material de Uso e Consumo,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
I742    ,Placa de Homenagem                                                                        ,,Itens ,itItems,Sim         ,Sim       ,Sim        ,G2     ,Uso e Consumo  ,Não,Não,Não,Material,Material de Uso e Consumo,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
I743    ,Impressão de Cartões de Natal                                                             ,,Itens ,itItems,Sim         ,Sim       ,Sim        ,G2     ,Uso e Consumo  ,Não,Não,Não,Material,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
I744    ,Fone de ouvido c/ microfone                                                               ,,Uso e Consumo ,itItems,Sim         ,Sim       ,Não        ,G2     ,Uso e Consumo  ,Não,Não,Não,Material,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
I745    ,Comissões e Corretagens                                                                   ,,Comissões ,itItems,Sim         ,Sim       ,Não        ,G2     ,Outros ,Não,Não,Não,Material,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
I752    ,Webcam Full HD                                                                            ,,Uso e Consumo ,itItems,Sim         ,Sim       ,Não        ,G2     ,Uso e Consumo  ,Não,Não,Não,Material,Material de Uso e Consumo,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
I753    ,Dockstation 3 Em 1 P/ 2                                                                   ,,Uso e Consumo ,itItems,Sim         ,Sim       ,Não        ,G2     ,Uso e Consumo  ,Não,Não,Não,Material,Material de Uso e Consumo,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
I754    ,Memória Para Notebook 8 GB                                                                ,,Uso e Consumo ,itItems,Sim         ,Sim       ,Não        ,G2     ,Uso e Consumo  ,Não,Não,Não,Material,Material de Uso e Consumo,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
I755    ,Memória Para Notebook 16 GB                                                               ,,Uso e Consumo ,itItems,Sim         ,Sim       ,Não        ,G2     ,Uso e Consumo  ,Não,Não,Não,Material,Material de Uso e Consumo,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
I756    ,Pisos e Revestimentos                                                                     ,,Itens ,itItems,Sim         ,Sim       ,Não        ,G2     ,Uso e Consumo  ,Não,Não,Não,Material,Produto Acabado,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
I759    ,Materiais e Equipamentos                                                                  ,,Uso e Consumo ,itItems,Sim         ,Não       ,Não        ,G2     ,Outros ,Não,Não,Não,Material,Material de Uso e Consumo,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
S0365   ,Mensalidade LU F0024 Fiscal Triple One - CNPJ Coligada (G2ANA)                            ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0366   ,Mensalidade LU F0024 Fiscal Triple One - CNPJ Coligada (G2INFO)                           ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0367   ,Mensalidade LU F0024 Fiscal Triple One - CNPJ Coligada (G2TEC)                            ,,Serviços  ,itItems,Sim         ,Sim       ,Sim        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0368   ,Mensalidade LU F0024 Importador XML - CNPJ Matriz (G2ANA)                                 ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0369   ,Mensalidade LU F0024 Importador XML - CNPJ Matriz (G2INFO)                                ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0370   ,Mensalidade LU F0024 Importador XML - CNPJ Matriz (G2TEC)                                 ,,Serviços  ,itItems,Sim         ,Sim       ,Sim        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0371   ,Mensalidade LU F0024 Importador XML - CNPJ Filial (G2ANA)                                 ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0372   ,Mensalidade LU F0024 Importador XML - CNPJ Filial (G2INFO)                                ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0373   ,Mensalidade LU F0024 Importador XML - CNPJ Filial (G2TEC)                                 ,,Serviços  ,itItems,Sim         ,Sim       ,Sim        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0374   ,Manutenção Anual - LU B1 Plus (G2ANA)                                                     ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0375   ,Manutenção Anual - LU B1 Plus                                                             ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0376   ,LU Build One Professional - On Premise (OEM/G2ANA)                                        ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0377   ,LU Build One Professional - On Premise (OEM/G2INFO)                                       ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0378   ,LU Build One Professional - On Premise (OEM/G2TEC)                                        ,,Serviços  ,itItems,Sim         ,Sim       ,Sim        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0379   ,LU Build One Limited - On Premise (OEM/G2ANA)                                             ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0380   ,LU Build One Limited - On Premise (OEM/G2INFO)                                            ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0381   ,LU Build One Limited - On Premise (OEM/G2TEC)                                             ,,Serviços  ,itItems,Sim         ,Sim       ,Sim        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0382   ,LU Build One Indirect Access - On Premise (OEM/G2ANA)                                     ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0383   ,LU Build One Indirect Access - On Premise (OEM/G2INFO)                                    ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0384   ,LU Build One Indirect Access - On Premise (OEM/G2TEC)                                     ,,Serviços  ,itItems,Sim         ,Sim       ,Sim        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0385   ,Manutenção Anual - LU Build One Professional - On Premise (OEM/G2ANA)                     ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0386   ,Manutenção Anual - LU Build One Professional - On Premise (OEM)                           ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0387   ,Manutenção Anual - LU Build One Limited - On Premise (OEM/G2ANA)                          ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0388   ,Manutenção Anual - LU Build One Limited - On Premise (OEM)                                ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0389   ,LU SAP Business One - Fiscal (G2ANA)                                                      ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0390   ,LU SAP Business One - Fiscal (G2INFO)                                                     ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0391   ,LU SAP Business One - Fiscal (G2TEC)                                                      ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0392   ,LU SAP B1 Back Office (G2ANA)                                                             ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0393   ,LU SAP B1 Back Office (G2INFO)                                                            ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0394   ,LU SAP B1 Back Office (G2TEC)                                                             ,,Serviços  ,itItems,Sim         ,Sim       ,Sim        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0395   ,Mensalidade LU F0024 Importador XML - CNPJ Coligada (G2ANA)                               ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0396   ,Mensalidade LU F0024 Importador XML - CNPJ Coligada (G2INFO)                              ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0397   ,Mensalidade LU F0024 Importador XML - CNPJ Coligada (GTEC)                                ,,Serviços  ,itItems,Sim         ,Sim       ,Sim        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0398   ,LU F0022 Indirect Acess - OEM (G2ANA)                                                     ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,LU SAP ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0399   ,LU F0022 Indirect Acess - OEM (G2INFO)                                                    ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,LU SAP ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0400   ,LU F0022 Indirect Acess - OEM (G2TEC)                                                     ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,LU SAP ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0401   ,LU F0022 Limited Logistic - OEM (G2ANA)                                                   ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,LU SAP ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0402   ,LU F0022 Limited Logistic - OEM (G2INFO)                                                  ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,LU SAP ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0403   ,LU F0022 Limited Logistic - OEM (G2TEC)                                                   ,,Serviços  ,itItems,Sim         ,Sim       ,Sim        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0404   ,LU F0022 Limited CRM - PMC (G2ANA)                                                        ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,LU SAP ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
